,Year,Mon,Week,Open,High,Low,Close,Volume,service,downloading,copyrighted,internet,hashtag,tracking,advertisers,offline,cardholders,spam,chat,uploaded,video,painstakingly,promotional,machinima,placement,web,searches,notifying,feeds,graphs,update,intrade,microblogs,stored,banter,application,infringing,html,lists,http,subscriptions,automatically,sites,streaming,compiling,maps,experiential,digitally,scalpers,illegitimately,satellite,hangout,rumor,posts,trackers,platform,subscriber,websites,airtime,users,edit,petition,backpage,content,information,scams,multiplatform,upload,com,media,document,recorder,href,timeline,caption,copyright,scanning,catalogs,skips,user,deleting,download,click,updating,mail,notices,blogs,posting,messages,pandora,delete,alerts,listings,authentication,search,interactive,kickstarter,videos,virtual,geek,facetime,trailers,texts,autoslash,browse,silicon,keystrokes,lounges,fake,bookmarks,conferencing,customized,streams,site,checking,verifying,dotcom,post,social,via,preloaded,megaupload,pdf,postings,incorporating,graphics,adblock,archive,downloaded,online,autographs,database,youtube,tabs,updated,updates,nyt,tweets,orchestration,shazam,bridgebase,edits,informative,booking,fastweb,telephone,kotaku,consoles,chip,discontinuing,patents,ibooks,laptops,faster,smart,automated,infringed,machine,sensors,developers,antivirus,mapping,tweaked,wearable,delivery,counters,desktop,storage,gps,cloud,holdouts,mainframe,operating,electronics,handsets,inexpensive,simplified,modes,screens,fast,layout,devices,screen,intel,nifty,hardware,android,password,browsing,computing,televisions,wearer,cellular,consumer,maneuvers,videoconferencing,smartphone,connector,server,computers,pricing,java,printing,technologies,interface,oracle,tools,device,printers,phones,target,analytics,speedier,refine,processors,simulation,newer,computer,xerox,eyeglasses,titan,handset,portable,laptop,webos,playbook,motion,appliances,date,Day
188,2016,02,2,94.264,95.442,93.334,94.392,46033610,92,63,80,79,53,59,53,79,66,79,57,41,80,49,43,30,81,89,43,73,54,81,61,2,42,84,55,87,52,73,72,53,59,86,66,80,62,69,70,24,31,0,58,52,39,84,72,74,29,70,26,83,79,27,80,93,82,73,88,77,90,70,91,81,82,32,46,62,84,46,59,84,62,77,38,54,71,83,49,47,70,55,82,73,60,86,77,66,32,77,65,77,29,60,71,7,37,58,51,79,75,59,64,66,41,67,68,47,8,83,80,91,58,2,87,62,75,73,62,72,76,82,57,74,76,52,68,61,40,48,87,43,43,81,58,100,53,90,41,46,67,55,57,34,52,74,84,89,24,82,96,56,52,85,13,64,83,75,69,79,39,88,9,69,82,67,42,81,72,85,71,26,91,83,86,72,74,78,62,79,52,62,34,43,67,74,77,39,100,79,70,61,85,58,86,79,81,69,78,79,65,70,39,74,19,87,61,64,84,70,79,90,53,60,61,79,56,5,76,80,2016-02-13,13
189,2016,02,3,96.6325,97.6775,95.6625,96.765,41215217,93,61,81,80,56,60,55,79,52,79,57,44,80,54,45,29,85,90,46,84,56,91,60,2,15,88,57,89,51,75,75,52,60,88,67,87,69,71,100,25,28,0,58,53,33,86,73,79,27,70,25,86,80,35,80,97,88,74,76,76,92,71,95,82,85,35,47,68,89,47,53,86,63,76,40,53,71,83,50,48,59,51,83,79,56,90,79,74,35,80,70,85,28,60,70,17,36,59,57,80,77,62,68,66,46,66,71,51,7,84,84,89,48,2,88,63,81,73,61,72,74,78,50,78,78,52,70,61,41,43,99,46,50,81,67,50,52,90,43,48,67,43,58,33,52,76,78,91,32,83,100,57,53,90,14,65,78,68,68,81,40,90,12,66,85,68,39,80,82,91,74,25,93,88,88,71,76,80,61,80,53,69,34,27,70,77,89,43,69,80,71,63,91,59,91,83,85,71,79,80,65,72,40,75,24,87,60,67,81,73,80,90,53,58,62,80,62,5,79,81,2016-02-20,20
190,2016,02,4,95.988,96.912,95.124,96.268,31639529,92,61,83,80,53,60,50,77,52,76,56,41,79,68,47,29,84,89,48,89,60,94,61,2,22,88,55,90,58,74,78,56,60,88,65,85,73,69,83,25,30,11,58,53,32,84,74,81,25,69,26,82,79,31,81,96,85,79,62,77,91,72,95,79,86,34,44,65,85,44,53,85,63,74,40,53,70,87,48,48,59,52,82,67,56,87,79,73,36,75,71,80,26,60,71,8,37,57,52,76,76,60,66,69,49,66,74,45,7,84,84,89,55,2,87,62,81,72,60,73,73,80,51,78,75,51,72,69,45,42,93,44,46,82,70,43,51,91,41,46,65,44,59,32,51,73,75,90,28,82,97,56,51,86,10,72,80,68,67,86,38,87,22,65,83,66,38,80,81,87,73,24,93,87,85,70,79,79,60,77,53,67,33,33,72,75,80,55,60,78,71,62,91,58,91,81,82,71,79,80,65,69,41,77,22,85,58,68,82,71,78,87,51,56,61,78,53,5,79,78,2016-02-27,27
191,2016,03,1,100.2775,101.78,99.72,101.4475,41491903,91,61,82,77,54,61,43,79,65,77,57,39,80,52,45,28,82,89,45,83,57,90,62,2,41,85,57,87,62,74,75,55,54,91,66,81,66,70,81,23,32,11,58,52,32,88,71,76,26,68,26,83,78,29,81,95,84,74,65,74,91,71,95,78,85,33,47,64,81,45,58,85,60,74,38,56,70,84,48,46,60,50,82,68,56,88,79,74,34,77,69,74,26,61,70,17,37,57,61,77,76,58,70,67,46,65,71,47,6,85,83,90,63,2,89,63,73,72,60,70,73,76,45,77,76,51,70,65,44,38,87,46,50,80,56,45,53,89,45,46,64,47,56,31,51,74,74,88,25,81,94,55,52,87,10,67,76,63,67,81,39,87,26,64,82,65,34,81,78,87,75,24,90,86,87,70,72,80,60,77,52,66,33,32,68,73,84,29,60,77,69,60,89,58,88,79,82,69,77,81,62,67,41,75,15,89,58,66,80,69,77,86,51,56,63,76,51,5,76,77,2016-03-05,05
192,2016,03,2,101.626,102.138,100.656,101.49,30989641,90,63,79,77,55,60,49,79,53,83,57,38,80,48,44,29,80,91,43,80,58,84,64,2,56,83,54,91,76,75,75,54,53,98,65,88,65,69,87,24,34,35,55,55,30,87,75,87,26,66,25,83,79,24,82,94,80,71,71,75,93,70,92,78,88,32,48,63,81,46,58,86,60,74,38,56,69,80,46,46,60,49,82,67,59,87,78,72,32,77,69,72,26,62,72,19,36,60,61,77,77,57,63,64,47,65,72,42,5,87,83,91,47,2,89,63,72,72,61,71,73,76,49,78,76,51,86,66,45,32,93,46,45,82,49,46,51,88,46,46,65,47,59,31,49,73,74,87,25,81,96,60,52,85,10,65,76,62,67,80,40,86,100,64,79,65,37,77,74,87,73,25,90,83,87,68,74,82,60,77,50,65,33,25,67,74,75,51,59,80,69,58,88,58,88,79,82,70,77,79,61,67,41,74,20,79,57,66,82,68,79,83,51,54,62,76,53,4,74,74,2016-03-12,12
193,2016,03,3,104.468,105.474,104.074,104.958,36127160,90,67,78,74,59,58,46,81,60,80,59,41,82,41,46,28,75,84,42,84,59,72,76,1,27,79,56,83,52,66,72,52,56,93,65,81,60,66,79,22,29,16,54,77,30,87,72,78,31,65,26,81,79,21,83,89,75,68,71,75,94,68,86,80,77,31,51,60,75,40,58,81,60,77,39,64,67,79,46,46,69,48,83,69,60,85,77,70,32,78,60,73,29,63,74,12,38,59,58,79,79,57,56,66,42,63,68,48,7,88,71,90,44,2,80,60,69,71,61,70,79,77,49,71,77,52,95,67,45,60,84,51,47,85,44,47,48,88,47,44,66,68,53,38,50,76,74,84,20,78,91,53,51,80,15,55,80,66,65,80,40,88,18,57,78,64,38,80,66,86,73,26,87,80,88,67,66,82,61,80,54,59,33,33,65,69,67,59,60,78,67,55,87,55,83,71,77,63,75,79,59,69,44,68,12,78,57,62,84,66,71,81,50,53,61,76,55,4,72,75,2016-03-19,19
194,2016,03,4,105.7825,107.065,105.285,106.1075,29586722,92,63,83,78,55,60,44,80,70,79,61,41,81,59,45,28,79,90,46,85,57,71,72,1,38,82,63,86,50,70,71,56,56,91,66,82,62,69,95,21,35,30,56,100,32,91,71,75,26,66,28,83,80,25,85,91,75,70,59,78,94,70,87,79,84,31,51,60,80,40,60,83,61,74,39,59,68,86,47,47,65,49,85,71,60,84,79,65,33,80,70,76,29,64,77,8,36,58,48,84,81,57,60,65,43,66,72,51,7,88,80,86,53,2,86,60,79,71,60,70,77,80,50,76,76,50,78,68,44,50,90,56,39,83,44,45,49,91,46,46,64,41,55,38,50,75,76,90,29,80,90,54,51,81,12,60,78,66,66,87,41,87,35,67,79,66,32,80,66,86,75,25,89,80,90,67,73,83,60,79,56,58,34,29,65,73,76,56,62,80,69,56,88,58,86,77,78,66,74,80,58,71,45,70,22,83,57,63,81,66,76,80,50,57,61,76,52,5,72,75,2016-03-26,26
195,2016,04,1,108.78,110.0,108.2,109.99,25626163,92,61,85,76,56,61,48,79,71,78,58,39,78,58,46,39,83,91,43,92,56,81,63,1,26,82,53,88,53,72,75,50,58,89,66,77,65,70,83,21,34,12,56,61,30,89,69,77,27,66,29,83,80,25,81,94,79,74,55,75,92,70,93,80,85,32,51,63,83,47,60,83,60,74,38,55,68,86,48,49,67,48,82,66,59,88,77,67,31,77,71,74,27,63,75,12,34,59,55,81,76,56,60,67,57,64,72,48,6,84,86,91,48,2,90,61,83,70,55,70,75,78,46,81,75,49,71,64,42,34,87,50,52,83,44,47,47,90,43,45,64,52,57,37,50,75,74,89,26,81,93,55,48,85,12,63,77,60,67,85,39,88,12,57,78,67,37,79,74,91,77,25,92,84,87,65,69,81,58,77,54,59,37,31,67,74,78,64,59,80,67,56,90,57,88,77,80,67,76,79,61,68,41,72,17,78,54,71,83,67,74,81,50,55,61,74,52,5,75,78,2016-04-02,02
196,2016,04,2,109.804,110.818,109.036,109.818,28836358,92,62,90,77,57,61,50,79,51,77,58,38,78,69,46,30,87,91,44,87,56,90,65,1,60,87,54,89,60,73,76,52,56,89,67,76,68,72,91,24,32,19,56,58,30,88,70,80,29,67,26,83,80,25,81,95,81,72,61,78,94,70,93,79,84,33,53,66,81,44,63,85,61,74,38,57,67,83,49,49,64,48,82,65,56,87,76,72,32,78,71,75,28,66,72,100,34,61,52,78,78,60,66,69,61,65,74,49,6,86,86,91,53,2,89,64,82,72,55,72,73,77,46,78,78,50,71,67,39,32,88,51,53,80,44,50,45,89,42,43,63,54,58,36,48,74,74,89,27,83,90,56,49,87,11,61,78,57,66,85,41,88,12,58,81,67,37,80,76,90,77,25,94,85,88,66,65,84,58,78,53,71,33,30,66,74,76,56,58,82,69,57,93,58,92,78,83,68,77,79,62,66,41,72,20,80,56,82,89,67,77,80,51,56,61,75,51,4,76,77,2016-04-09,09
197,2016,04,3,110.568,111.628,109.87,110.69,31914648,92,59,82,76,58,60,49,80,76,76,58,38,81,57,46,28,86,91,43,85,57,91,62,1,26,88,52,87,61,73,76,52,58,89,66,72,69,71,91,23,34,12,55,54,32,90,75,78,26,67,26,84,80,23,81,96,81,74,51,79,91,68,93,79,86,33,53,66,83,44,61,84,61,74,39,54,66,80,45,50,62,50,80,69,55,89,78,71,35,78,70,74,26,63,72,17,34,70,57,76,77,58,64,70,61,63,72,45,7,85,83,88,47,2,88,64,82,71,55,71,72,75,48,79,77,50,69,67,44,33,79,49,56,81,41,46,43,89,40,46,61,82,60,36,48,75,74,89,25,81,91,56,48,88,16,60,78,54,65,84,40,87,16,62,81,66,33,81,74,89,84,25,91,84,86,71,69,89,58,75,53,78,32,31,65,75,83,55,59,82,69,56,94,59,92,79,81,69,75,79,59,65,43,72,15,85,56,86,81,66,74,73,50,52,64,72,49,4,74,76,2016-04-16,16
198,2016,04,4,107.07,107.69,105.874,106.634,37325362,93,60,90,74,57,59,50,81,70,79,56,40,80,60,46,29,84,91,42,84,59,90,61,1,26,86,53,86,68,71,76,51,58,88,66,77,66,70,76,20,37,12,57,51,33,89,75,79,27,66,28,82,80,26,81,94,81,77,52,79,93,69,91,81,83,34,52,65,82,40,59,84,60,74,39,53,64,81,46,47,64,53,81,67,55,87,76,71,33,76,71,76,26,64,73,17,34,100,54,78,77,57,64,67,57,65,72,45,7,85,81,86,48,2,88,65,82,69,56,69,74,79,49,77,78,50,70,67,41,38,89,49,48,79,38,47,42,89,41,46,62,81,58,34,48,72,74,87,21,81,90,54,47,85,12,59,80,53,64,86,41,87,8,64,81,64,40,82,73,91,79,24,91,85,86,67,71,86,56,77,52,68,36,43,65,74,82,53,62,79,68,56,91,57,90,80,80,68,74,78,58,66,46,70,17,82,55,83,76,67,74,76,50,53,63,73,53,4,74,75,2016-04-23,23
199,2016,04,5,99.302,100.452,98.172,99.164,66430573,90,61,90,73,58,61,46,77,69,77,58,38,78,56,45,28,85,89,43,85,57,95,63,2,30,84,50,85,58,67,73,50,57,85,66,74,65,70,81,22,35,12,57,53,33,90,73,77,28,66,25,80,78,22,82,90,79,75,49,75,92,66,88,79,73,36,56,64,75,39,58,79,58,75,38,51,63,84,45,46,68,60,81,68,56,84,77,70,32,78,68,72,26,63,71,16,33,85,56,77,77,57,60,68,60,65,73,44,5,90,81,93,45,2,85,63,79,71,56,69,74,77,42,73,78,49,68,64,40,36,75,48,59,80,37,49,46,86,40,46,60,61,58,36,47,74,73,83,24,80,86,54,47,80,13,57,90,52,64,87,41,85,4,60,80,63,37,83,72,92,77,24,87,84,86,65,70,88,56,78,53,67,33,100,66,73,76,44,59,78,65,55,91,53,91,77,76,63,73,77,56,67,44,70,10,79,53,75,79,66,70,78,50,57,61,72,51,4,74,75,2016-04-30,30
200,2016,05,2,94.146,94.648,92.886,93.794,44863388,91,62,81,72,59,61,44,79,57,77,57,39,80,33,43,27,87,93,44,94,54,91,64,2,45,84,53,88,60,71,75,53,51,88,66,72,66,71,88,23,37,35,57,55,30,90,70,80,27,65,25,82,78,25,82,93,79,75,43,77,92,68,92,79,85,35,58,64,78,38,61,83,61,74,38,53,64,80,46,46,67,52,82,67,53,88,80,71,34,78,67,71,26,64,70,14,34,83,51,78,77,63,63,63,53,65,74,46,6,87,79,92,52,2,88,62,71,72,54,69,73,75,45,78,77,49,73,68,40,40,88,46,43,78,35,48,47,90,42,44,59,57,58,32,48,72,71,86,23,81,91,55,48,83,14,56,81,53,67,83,41,88,4,61,78,64,36,80,73,91,77,24,90,84,86,65,71,87,56,77,52,68,32,40,63,72,74,34,59,81,66,55,91,56,88,80,80,69,74,78,57,68,42,73,18,81,53,89,83,66,72,69,49,58,63,72,49,7,79,73,2016-05-07,07
201,2016,05,3,92.506,93.072,91.326,91.916,43057115,90,60,81,74,60,59,41,80,57,77,57,38,79,77,44,27,88,92,42,84,53,89,65,1,41,81,56,91,63,72,74,54,55,91,66,73,66,72,83,19,37,18,59,73,30,90,75,76,30,65,25,81,78,24,81,93,80,74,47,77,98,68,89,80,82,33,56,63,80,41,57,83,59,74,38,57,64,83,45,48,62,50,81,62,55,89,78,68,33,78,69,72,26,64,71,14,31,85,52,80,77,57,62,67,49,66,73,49,7,85,81,90,50,2,87,61,74,70,53,69,73,75,46,73,79,50,82,70,42,33,92,46,42,72,30,51,46,85,42,45,62,55,54,33,48,73,72,100,24,81,88,55,47,83,11,63,79,51,66,83,43,86,3,57,75,65,36,80,68,90,78,24,91,84,87,64,70,89,58,78,51,61,30,40,63,74,75,39,61,78,66,56,90,54,86,78,77,68,75,81,57,68,43,70,10,80,53,81,77,66,73,75,48,57,62,73,48,4,73,76,2016-05-14,14
202,2016,05,4,94.076,94.874,93.328,94.27,42213936,94,62,79,72,60,60,39,82,63,79,58,39,84,47,44,28,88,90,42,85,56,83,65,2,27,81,52,93,74,71,72,53,59,93,66,74,63,73,73,23,36,12,56,60,31,92,73,80,31,64,26,80,79,20,83,93,77,78,47,78,95,69,90,80,84,31,56,62,78,37,63,84,59,75,39,55,64,81,45,51,63,48,84,67,54,88,79,67,37,78,68,74,27,64,70,18,33,83,61,84,78,56,64,64,52,64,73,46,7,85,77,87,54,2,86,62,72,72,53,69,75,77,44,73,79,50,73,66,39,32,85,48,41,76,28,50,44,92,49,44,61,66,52,34,50,74,74,90,14,79,89,55,47,82,11,61,79,55,65,85,42,86,4,63,75,66,37,83,62,89,78,24,90,82,88,65,73,95,57,78,49,61,35,37,63,71,83,35,61,82,66,55,89,54,87,79,78,69,74,79,57,68,43,72,24,80,56,73,76,67,74,76,48,60,69,74,54,4,73,79,2016-05-21,21
203,2016,05,5,98.176,99.244,97.7,98.942,40677764,94,63,85,75,61,58,43,81,34,92,59,39,84,49,42,30,88,91,41,94,56,66,61,1,42,76,52,86,57,70,69,51,62,86,67,75,59,74,62,22,48,30,59,49,31,92,70,76,32,63,27,79,79,23,86,90,72,72,43,79,98,67,84,77,82,28,56,60,75,32,61,81,60,75,38,54,64,80,45,51,63,44,83,69,56,86,76,60,34,78,69,74,26,63,70,16,34,85,46,84,79,53,61,64,44,65,71,43,7,84,77,89,38,2,87,61,63,71,54,70,76,77,47,70,77,52,69,65,39,38,78,47,42,82,27,51,40,93,48,45,61,49,53,33,50,74,76,80,17,79,83,53,48,77,12,63,80,60,64,87,42,85,4,58,73,64,40,82,55,85,79,25,91,76,88,68,74,94,57,79,51,56,36,38,62,68,75,53,62,82,64,53,83,53,81,76,75,69,72,78,54,69,46,70,17,73,57,73,78,66,72,68,48,61,72,76,51,4,70,80,2016-05-28,28
204,2016,06,1,98.1366666667,98.55,97.47,98.0333333333,32623257,93,60,85,73,60,60,47,81,64,76,56,38,75,35,43,30,89,89,42,84,56,68,63,1,42,78,54,85,41,70,71,51,57,90,65,73,64,73,72,25,44,12,58,47,31,89,65,76,38,61,25,81,80,24,83,91,73,75,47,78,91,67,86,78,84,27,55,60,77,35,61,84,62,74,37,53,65,79,44,51,64,43,87,73,51,87,77,61,33,75,68,70,27,61,71,20,33,89,55,82,75,55,63,67,45,63,71,44,6,85,77,91,53,2,86,66,69,71,52,67,73,77,57,70,74,50,68,63,42,37,87,45,52,77,26,50,42,90,46,45,58,53,51,32,50,73,72,85,25,78,87,55,45,78,14,65,78,57,65,84,42,84,4,62,73,65,39,83,54,83,82,26,89,77,87,64,70,87,56,79,49,59,30,33,63,68,75,29,61,81,67,54,87,52,85,79,77,67,72,77,58,68,45,69,12,74,55,66,76,65,75,72,49,59,68,75,53,4,71,77,2016-06-04,04
205,2016,06,2,98.658,100.132,98.426,99.016,24972875,93,63,74,73,62,59,43,82,66,76,57,36,78,43,43,31,90,88,38,89,57,64,65,2,19,79,53,84,68,67,71,52,60,86,64,84,62,72,70,24,39,35,57,47,57,92,72,77,37,61,26,80,79,21,81,89,74,73,43,77,90,68,85,76,82,28,55,59,77,38,56,82,63,74,38,54,66,78,43,49,69,42,86,67,51,88,76,63,28,76,67,71,27,64,75,12,33,84,56,87,75,55,63,64,50,63,72,42,6,86,74,90,48,2,82,60,62,71,53,68,76,77,67,69,75,50,70,67,42,43,82,46,50,75,26,52,42,90,59,56,60,44,50,32,50,74,73,82,67,79,88,58,46,76,13,59,80,55,65,83,41,83,3,66,72,65,36,81,53,80,78,25,87,79,89,64,72,88,58,78,49,56,33,33,61,67,84,48,62,80,66,54,85,52,84,79,75,69,75,78,56,67,44,69,14,72,52,61,76,67,74,69,50,58,67,76,57,4,72,77,2016-06-11,11
206,2016,06,3,97.38,98.082,96.45,96.964,38346539,91,63,81,73,59,61,43,85,63,75,56,36,81,35,42,28,91,88,45,89,67,58,64,2,19,79,53,84,67,66,73,50,55,87,64,76,58,72,58,20,37,24,60,47,37,95,68,77,40,60,26,82,79,92,83,89,76,78,33,77,91,65,85,75,78,25,56,58,79,38,58,83,65,75,38,53,65,83,42,55,70,41,86,71,52,89,75,60,32,77,63,71,28,63,69,20,32,87,60,84,77,54,62,64,43,63,71,42,10,88,71,88,59,2,79,69,75,71,53,67,75,75,52,70,76,48,71,70,43,39,88,45,49,77,32,53,42,89,41,50,60,50,49,33,51,74,73,84,43,76,88,55,46,78,16,53,80,56,65,83,41,85,4,67,73,65,42,78,49,80,77,25,86,78,87,64,79,87,57,79,49,58,31,23,61,66,84,41,62,82,66,54,87,52,80,78,73,69,73,77,56,68,45,68,19,73,56,57,74,69,73,73,49,61,70,78,58,4,71,78,2016-06-18,18
207,2016,06,4,95.208,96.152,94.592,95.212,41345784,94,64,83,77,56,61,35,87,72,77,57,37,80,25,42,32,92,88,45,95,73,51,63,2,30,75,56,82,38,64,70,51,59,86,64,79,55,74,67,22,53,12,60,47,35,100,65,77,51,59,28,77,78,100,85,89,72,75,39,77,91,67,83,74,76,23,57,54,74,37,55,82,62,73,40,53,65,83,42,51,64,41,86,67,52,87,72,58,32,76,63,70,27,63,67,15,34,88,58,85,76,54,57,63,38,63,73,45,7,89,72,88,45,2,76,60,64,72,53,66,76,78,44,68,74,49,70,68,41,36,78,44,45,78,30,56,40,91,40,48,60,55,50,33,53,75,73,84,22,78,86,54,47,73,14,56,80,57,64,88,42,82,3,59,70,66,43,81,51,76,77,25,85,78,87,66,79,90,58,80,48,54,30,48,60,66,71,40,63,80,66,54,83,51,78,76,71,64,72,77,53,69,45,69,10,72,53,55,79,67,72,72,48,62,68,77,55,4,69,82,2016-06-25,25
208,2016,07,1,95.49,96.46,95.33,95.89,26026540,93,68,78,73,57,55,32,86,72,75,59,36,85,51,42,31,87,85,42,84,63,45,64,2,42,72,51,77,46,61,70,49,56,84,66,69,54,75,64,20,49,49,60,46,40,95,68,76,42,60,26,77,76,27,84,86,68,70,36,78,92,63,76,73,70,23,60,53,69,37,59,80,64,76,37,52,63,80,42,49,69,40,87,67,54,83,71,55,31,80,60,68,28,63,68,25,33,71,47,87,83,52,51,64,36,64,70,42,9,88,69,93,51,3,72,56,58,71,52,66,82,75,48,63,74,49,75,67,42,39,69,43,42,83,31,61,40,92,42,46,60,53,46,34,54,75,74,80,21,77,79,54,47,69,13,63,83,57,62,86,55,82,3,59,68,64,38,80,46,72,78,25,83,75,88,66,74,90,64,79,49,47,32,35,61,64,73,34,65,78,66,53,80,50,74,72,70,61,69,77,52,73,47,65,21,79,53,52,79,65,66,72,52,59,67,75,52,4,67,81,2016-07-02,02
209,2016,07,2,95.545,96.1125,95.125,95.785,28176490,97,68,82,79,60,64,41,96,76,74,58,36,86,57,44,29,89,86,43,82,65,46,68,2,40,78,49,84,35,62,73,52,58,88,66,68,58,78,61,20,38,36,59,46,40,92,70,85,38,60,27,86,80,24,87,89,74,75,34,79,92,66,80,75,76,23,61,55,77,39,61,84,66,81,39,58,64,83,42,54,63,42,90,74,53,90,75,57,30,79,62,70,31,64,68,17,35,67,50,81,98,55,55,68,32,64,74,47,8,89,70,92,63,4,75,61,60,70,51,68,90,76,46,69,74,48,74,75,43,34,82,42,41,79,36,62,39,92,47,57,68,50,47,31,55,84,75,84,15,77,85,58,46,74,18,69,83,55,66,87,91,84,3,63,72,66,41,84,47,73,77,26,83,82,92,71,77,86,76,86,51,51,33,28,66,66,83,41,68,83,74,55,84,50,79,80,73,65,71,83,56,78,47,67,16,84,56,49,82,66,74,77,49,65,71,79,51,4,67,81,2016-07-09,09
210,2016,07,3,97.528,98.262,97.302,97.768,28582113,97,69,89,79,63,64,37,95,68,75,58,37,85,55,41,27,90,86,43,94,67,47,68,2,35,79,54,85,44,63,73,51,59,90,71,65,59,77,64,21,41,12,56,47,35,95,69,88,35,61,27,84,81,20,88,89,75,74,30,79,92,63,82,74,81,24,61,56,74,41,61,84,65,83,39,59,64,85,43,55,64,39,91,72,52,92,77,57,30,79,59,68,31,66,67,19,36,65,50,89,100,56,57,67,27,66,77,45,7,86,69,90,85,3,77,66,59,69,50,68,85,75,51,71,74,49,73,74,45,46,82,43,39,81,34,66,40,94,42,53,62,46,49,44,54,80,74,85,20,79,88,58,46,77,29,61,82,55,66,86,95,82,4,63,73,67,45,83,48,74,80,25,86,80,93,69,76,86,73,82,51,53,31,31,63,67,83,45,67,85,90,56,87,51,81,84,73,65,70,82,57,75,47,67,19,82,56,52,75,67,72,82,49,64,73,80,49,4,69,81,2016-07-16,16
211,2016,07,4,99.47,100.178,99.024,99.55,29513091,97,70,80,80,65,63,37,93,84,77,59,36,84,41,43,29,88,86,43,83,68,47,73,2,31,79,53,85,55,63,73,51,59,91,73,66,60,77,58,25,44,24,59,45,35,94,76,92,37,62,29,83,82,20,86,89,74,75,25,77,94,66,82,79,80,24,63,56,77,38,62,83,66,82,40,60,64,84,44,54,64,41,91,73,55,91,75,57,31,79,58,71,29,76,68,18,34,63,67,88,98,57,56,70,30,67,79,49,7,87,70,89,60,3,76,58,60,71,51,69,84,75,55,70,76,50,75,76,45,46,81,47,48,82,32,61,40,93,41,48,62,55,50,32,60,77,76,86,15,78,86,57,48,76,38,59,84,53,66,91,91,82,6,61,76,67,48,83,51,73,78,25,85,80,93,69,74,84,68,83,49,51,29,25,65,69,78,23,68,81,70,56,84,51,84,81,73,70,71,83,59,75,46,66,21,83,54,53,78,67,72,83,49,66,72,85,50,4,67,81,2016-07-23,23
212,2016,07,5,101.27,102.032,100.518,101.102,51314218,97,69,86,81,59,65,38,93,69,75,59,39,83,54,43,28,88,87,39,90,67,47,86,2,19,78,53,85,36,63,72,51,58,89,73,68,61,78,55,21,35,20,61,46,34,93,99,86,34,63,31,83,83,19,88,90,74,72,32,78,93,66,84,78,78,24,62,55,79,38,61,83,64,84,39,60,63,87,42,54,67,41,89,69,56,93,76,60,31,79,60,76,28,66,65,21,35,61,62,87,98,58,59,68,34,67,76,50,8,91,71,90,65,3,78,68,60,72,51,69,86,76,52,70,75,50,87,78,45,44,79,44,38,79,29,64,38,94,43,46,65,51,49,36,61,75,79,83,16,77,85,57,48,76,57,56,84,52,69,94,97,90,2,65,74,67,40,84,49,72,75,25,86,81,92,68,79,86,70,84,52,52,32,25,63,68,77,35,67,83,69,55,84,50,85,80,73,66,71,83,60,76,48,68,25,82,54,52,79,68,73,84,51,65,68,87,50,5,68,82,2016-07-30,30
213,2016,08,1,105.424,106.342,104.928,105.934,34029824,94,69,80,78,54,66,34,90,67,72,57,36,84,100,40,31,85,84,39,89,67,51,81,2,0,73,54,83,42,60,71,50,54,88,72,68,57,76,64,20,32,12,55,44,30,89,88,81,36,60,27,80,82,19,85,87,73,74,24,76,92,63,78,76,75,24,60,55,76,39,58,81,62,81,37,56,60,81,40,49,65,40,87,70,51,86,73,58,28,78,59,71,27,62,64,12,34,56,63,84,99,56,57,68,41,65,77,49,7,86,69,80,60,2,79,63,63,71,52,69,81,74,47,67,73,48,82,83,44,35,77,44,43,78,32,62,32,89,44,44,62,47,47,33,60,73,75,85,24,76,91,55,46,76,43,56,82,52,65,86,100,80,4,61,73,65,40,80,51,70,76,25,83,79,90,67,73,82,66,81,49,50,37,28,60,65,68,44,64,80,64,56,82,49,84,74,72,63,69,81,59,72,45,64,29,75,57,49,80,66,70,81,49,64,64,86,47,4,67,78,2016-08-06,06
214,2016,08,2,108.152,108.716,107.712,108.258,24901173,92,68,87,76,56,65,35,87,81,76,57,37,85,43,42,28,85,84,42,93,67,55,69,2,17,73,55,82,35,60,70,48,57,88,70,73,58,73,61,21,27,16,57,44,35,89,80,88,38,62,28,80,83,20,86,86,73,76,27,77,94,63,79,77,68,24,64,56,75,42,59,80,62,80,38,54,59,85,41,51,67,42,86,70,48,86,76,60,30,80,60,73,30,64,66,9,34,57,59,88,92,57,58,69,44,64,73,48,7,85,70,72,62,2,79,63,59,71,52,67,81,73,47,66,74,49,75,80,45,37,73,45,44,82,29,56,28,88,45,46,61,53,49,34,64,76,75,86,14,77,85,54,46,76,100,53,83,52,66,88,76,82,3,56,71,63,44,81,56,72,76,26,84,80,91,68,69,85,61,81,50,51,33,32,62,66,72,54,63,80,63,57,83,47,85,73,70,60,71,83,59,72,48,64,7,86,56,51,81,67,70,87,51,63,66,87,44,4,68,78,2016-08-13,13
